listing_url,name,host_id,host_name,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,number_of_reviews,license,host_lcount
https://www.airbnb.com/rooms/6369,"Rooftop terrace room ,  ensuite bathroom",13660,Simon,Chamartín,40.45724,-3.67688,Private room in rental unit,Private room,2,77,3,99,False,1
https://www.airbnb.com/rooms/21853,Bright and airy room,83531,Abdel,Latina,40.40381,-3.7413,Private room in rental unit,Private room,1,31,4,33,False,2
https://www.airbnb.com/rooms/24805,Gran Via Studio Madrid,346366726,Alvaro,Centro,40.42183,-3.70529,Entire rental unit,Entire home/apt,3,92,5,24,False,1
https://www.airbnb.com/rooms/26825,Single Room whith private Bathroom,114340,Agustina,Arganzuela,40.38975,-3.69018,Private room in home,Private room,1,26,2,166,False,1
https://www.airbnb.com/rooms/363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,40.41676,-3.70682,Private room in rental unit,Private room,2,49,2,475,False,1
https://www.airbnb.com/rooms/30320,Great Vacational Apartments,130907,Dana,Centro,40.41476,-3.70418,Entire rental unit,Entire home/apt,2,120,5,171,False,3
https://www.airbnb.com/rooms/30478,Nice little room @ La Latina,130502,Patricia,Centro,40.40949,-3.70477,Private room in rental unit,Private room,1,20,6,6,False,1
https://www.airbnb.com/rooms/30959,Beautiful loft in Madrid Center,132883,Angela,Centro,40.41259,-3.70105,Entire loft,Entire home/apt,2,54,3,8,False,1
https://www.airbnb.com/rooms/40718,COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA,34217435,Luis,Centro,40.41969,-3.69736,Entire rental unit,Entire home/apt,4,84,2,127,False,10
https://www.airbnb.com/rooms/371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,40.41944,-3.70945,Entire rental unit,Entire home/apt,3,85,2,100,False,1
https://www.airbnb.com/rooms/40916,Holiday Apartment Madrid Center,130907,Dana,Centro,40.42247,-3.70577,Entire rental unit,Entire home/apt,3,90,5,49,False,3
https://www.airbnb.com/rooms/47957,"Amazing Apartment, Salamanca Distri",218515,Sergio,Salamanca,40.42792,-3.67682,Entire condo,Entire home/apt,3,82,10,58,False,2
https://www.airbnb.com/rooms/375472,Host family in the center of Madrid,1888816,Margarita,Arganzuela,40.40334,-3.70254,Private room in bed and breakfast,Private room,2,29,6,148,False,4
https://www.airbnb.com/rooms/62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,40.41884,-3.69655,Private room in rental unit,Private room,3,49,1,136,False,2
https://www.airbnb.com/rooms/376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,40.41115,-3.69673,Entire loft,Entire home/apt,2,41,10,24,False,3
https://www.airbnb.com/rooms/70073,Adorable Apartment Malasaña-Gran Via,353738,Raquel,Centro,40.42252,-3.7025,Entire rental unit,Entire home/apt,2,85,28,28,False,4
https://www.airbnb.com/rooms/70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,40.42252,-3.7025,Entire rental unit,Entire home/apt,2,66,28,26,False,4
https://www.airbnb.com/rooms/74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,40.40864,-3.70884,Entire rental unit,Entire home/apt,4,80,8,5,False,1
https://www.airbnb.com/rooms/396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,40.41959,-3.70373,Entire rental unit,Entire home/apt,3,108,2,119,False,1
https://www.airbnb.com/rooms/397778,PUERTA DEL SOL VI - MADRID CENTRE,1408525,Mad4Rent,Centro,40.41506,-3.7029,Entire rental unit,Entire home/apt,2,92,3,51,True,60
https://www.airbnb.com/rooms/82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,40.42342,-3.68123,Entire rental unit,Entire home/apt,2,63,3,108,False,1
https://www.airbnb.com/rooms/84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,40.40866,-3.70374,Entire rental unit,Entire home/apt,2,60,7,187,True,1
https://www.airbnb.com/rooms/398450,a special place with special views,2150362,Nuria,Centro,40.42771,-3.71029,Entire rental unit,Entire home/apt,3,62,3,272,False,1
https://www.airbnb.com/rooms/86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,40.40939,-3.69812,Entire rental unit,Entire home/apt,5,183,3,168,True,4
https://www.airbnb.com/rooms/402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,40.4149,-3.70331,Entire rental unit,Entire home/apt,4,98,3,176,True,60
https://www.airbnb.com/rooms/404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,40.42552,-3.70589,Entire rental unit,Entire home/apt,3,98,3,64,True,60
https://www.airbnb.com/rooms/89954,Amazing apt in the historic center,487095,Beatriz,Centro,40.41358,-3.71353,Entire loft,Entire home/apt,6,114,2,213,True,1
https://www.airbnb.com/rooms/406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,40.42978,-3.67817,Private room in rental unit,Private room,1,27,3,146,False,1
https://www.airbnb.com/rooms/414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,40.41281,-3.70749,Entire rental unit,Entire home/apt,2,80,3,59,True,60
https://www.airbnb.com/rooms/415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,40.40827,-3.70049,Entire rental unit,Entire home/apt,3,83,2,152,False,1
https://www.airbnb.com/rooms/93100,*** MALASAÑA B&B ***,499977,Charo,Centro,40.42378,-3.70248,Private room in rental unit,Private room,3,32,1,718,False,2
https://www.airbnb.com/rooms/420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,40.42738,-3.70635,Entire rental unit,Entire home/apt,2,59,1,696,True,3
https://www.airbnb.com/rooms/100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,40.50044,-3.67032,Entire rental unit,Entire home/apt,2,60,2,3,False,1
https://www.airbnb.com/rooms/102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,40.43422,-3.64196,Private room in rental unit,Private room,1,21,3,0,False,1
https://www.airbnb.com/rooms/427407,study sol-atocha I,2106353,Reyes,Centro,40.41155,-3.70146,Entire rental unit,Entire home/apt,3,93,2,12,False,2
https://www.airbnb.com/rooms/103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,40.43815,-3.69764,Entire rental unit,Entire home/apt,4,80,2,236,False,5
https://www.airbnb.com/rooms/429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,40.43028,-3.70732,Entire condo,Entire home/apt,5,151,3,199,True,2
https://www.airbnb.com/rooms/114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,40.4382,-3.69389,Entire rental unit,Entire home/apt,4,75,2,130,False,5
https://www.airbnb.com/rooms/429604,sol-atocha II study,2106353,Reyes,Centro,40.4135,-3.70145,Entire rental unit,Entire home/apt,3,93,2,3,False,2
https://www.airbnb.com/rooms/120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,40.41143,-3.70912,Private room in rental unit,Private room,2,39,1,249,False,5
https://www.airbnb.com/rooms/449218,"Central, fully equipped, best price",2230279,Marina,Centro,40.42849,-3.70183,Entire rental unit,Entire home/apt,2,52,3,327,False,1
https://www.airbnb.com/rooms/123864,LOVELY STUDIO IN OLD TOWN-A/C-WIFI,605612,Ulises,Centro,40.41001,-3.70704,Entire rental unit,Entire home/apt,3,46,1,604,False,5
https://www.airbnb.com/rooms/451174,Large single room in Madrid´s trending Almagro,2240898,Alejandro,Chamberí,40.434551,-3.698387,Private room in casa particular,Private room,1,40,3,17,False,1
https://www.airbnb.com/rooms/132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,40.41012,-3.69709,Private room in rental unit,Private room,1,33,3,130,False,1
https://www.airbnb.com/rooms/456165,Nice room in Madrid,617086,Agata,Carabanchel,40.39032,-3.71382,Private room in guest suite,Private room,1,30,2,7,False,1
https://www.airbnb.com/rooms/459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,40.42548,-3.7042,Entire rental unit,Entire home/apt,4,98,3,50,True,60
https://www.airbnb.com/rooms/136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,40.35761,-3.69723,Private room in rental unit,Private room,1,23,1,95,False,1
https://www.airbnb.com/rooms/459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,40.41592,-3.70177,Entire rental unit,Entire home/apt,2,105,3,74,True,60
https://www.airbnb.com/rooms/460898,Wide and nice apartment in Madrid,2290984,Artur,Fuencarral - El Pardo,40.48503,-3.69858,Private room in rental unit,Private room,2,15,30,0,False,1
https://www.airbnb.com/rooms/146568,Habitacion en casa con Piscina,708731,Eneko,Arganzuela,40.40282,-3.70515,Private room in home,Private room,1,40,1,2,False,1
https://www.airbnb.com/rooms/150123,LOFT ELOISA,723539,Eloisa,Centro,40.40639,-3.70048,Entire rental unit,Entire home/apt,2,240,3,26,True,9
https://www.airbnb.com/rooms/462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,40.40869,-3.71073,Entire rental unit,Entire home/apt,6,121,2,122,True,1
https://www.airbnb.com/rooms/153798,Apartamento a 20 min del aeropuerto! Y del centro.,739627,Isabel,Hortaleza,40.46088,-3.64679,Entire rental unit,Entire home/apt,3,250,3,8,False,2
https://www.airbnb.com/rooms/463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,40.41419,-3.71113,Entire rental unit,Entire home/apt,4,36,3,18,True,1
https://www.airbnb.com/rooms/163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,40.43765,-3.70408,Entire loft,Entire home/apt,4,65,90,8,False,1
https://www.airbnb.com/rooms/468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,40.42123,-3.70133,Entire rental unit,Entire home/apt,2,33,30,279,False,1
https://www.airbnb.com/rooms/167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,40.45575,-3.64912,Private room in chalet,Private room,2,75,1,36,False,2
https://www.airbnb.com/rooms/469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,40.41941,-3.70823,Entire rental unit,Entire home/apt,2,94,3,56,True,60
https://www.airbnb.com/rooms/170750,2-bedroom attic & rooftop terrace,814490,Rafael,Centro,40.42386,-3.70489,Entire rental unit,Entire home/apt,4,91,90,190,False,2
https://www.airbnb.com/rooms/470132,❤Quiet & Comfortable apartment downtown,2332600,Rodrigo,Centro,40.41018,-3.70164,Entire rental unit,Entire home/apt,3,76,4,41,True,1
https://www.airbnb.com/rooms/471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,40.42359,-3.70537,Entire rental unit,Entire home/apt,4,109,3,49,True,60
https://www.airbnb.com/rooms/471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,40.41628,-3.70364,Entire rental unit,Entire home/apt,2,99,3,157,True,60
https://www.airbnb.com/rooms/177523,¡Staycation! Cozy studio Fuencarral - City center,596469,Gabriel Avalos,Centro,40.42876,-3.70379,Entire rental unit,Entire home/apt,2,169,1,24,False,26
https://www.airbnb.com/rooms/473112,LUXURY DUPLEX CENTER A/A-WIFI,2346162,Carlos,Centro,40.42349,-3.70024,Entire rental unit,Entire home/apt,6,129,19,60,False,1
https://www.airbnb.com/rooms/479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,40.43202,-3.60353,Private room in rental unit,Private room,2,64,3,17,False,1
https://www.airbnb.com/rooms/482122,TRAFALGAR - CITY - SPACE & LIGHT,1408525,Mad4Rent,Chamberí,40.43271,-3.70156,Entire rental unit,Entire home/apt,4,98,3,16,True,60
https://www.airbnb.com/rooms/196197,Views of San Andres Baroque from a Central Madrid Apartment,852616,Meyling,Centro,40.41235,-3.70967,Entire rental unit,Entire home/apt,2,87,3,335,False,2
https://www.airbnb.com/rooms/491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,40.42885,-3.70479,Entire rental unit,Entire home/apt,2,96,30,17,True,1
https://www.airbnb.com/rooms/199201,"Converted theatre, historic centre",749212,Henrietta,Centro,40.41319,-3.7024,Private room in rental unit,Private room,2,80,3,154,False,1
https://www.airbnb.com/rooms/497706,Peaceful apartment in Madrid Centre,2456671,José & María,Retiro,40.40808,-3.68338,Entire loft,Entire home/apt,3,60,1,220,True,3
https://www.airbnb.com/rooms/499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,40.41234,-3.70186,Entire rental unit,Entire home/apt,5,117,4,193,True,1
https://www.airbnb.com/rooms/200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,40.43201,-3.68358,Entire rental unit,Entire home/apt,7,286,14,0,True,1
https://www.airbnb.com/rooms/205199,Tafari Gran Via,1008659,Nuria,Centro,40.42116,-3.70384,Entire condo,Entire home/apt,2,78,30,299,True,2
https://www.airbnb.com/rooms/502918,Cozy room in penthouse in Madrid's heart,2480913,Elvira,Centro,40.41155,-3.69492,Private room in rental unit,Private room,1,60,3,114,False,1
https://www.airbnb.com/rooms/209373,Attic in the Heart of Madrid-WIFI,1031664,José,Centro,40.41126,-3.70347,Private room in rental unit,Private room,1,50,7,38,False,1
https://www.airbnb.com/rooms/211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,40.45959,-3.64699,Private room in rental unit,Private room,2,60,2,149,False,1
https://www.airbnb.com/rooms/506956,Precioso  apartamento  céntrico,1932547,Nieves,Ciudad Lineal,40.44117,-3.64841,Entire rental unit,Entire home/apt,4,87,1,481,False,1
https://www.airbnb.com/rooms/217674,PLAZA MAYOR XVIc. PENTHOUSE DUPLEX ROOFTOP TERRACE,1732442,Anouk,Centro,40.41538,-3.70741,Entire rental unit,Entire home/apt,8,264,3,257,False,5
https://www.airbnb.com/rooms/219303,*** Malasaña B&B exterior***,499977,Charo,Centro,40.42377,-3.70241,Private room in rental unit,Private room,3,30,1,224,False,2
https://www.airbnb.com/rooms/507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,40.42323,-3.70434,Entire rental unit,Entire home/apt,2,84,15,24,True,4
https://www.airbnb.com/rooms/225462,Bright silent room in the center,1174648,Rebeca,Centro,40.41366,-3.69788,Private room in rental unit,Private room,2,36,2,177,False,1
https://www.airbnb.com/rooms/510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,40.41412,-3.70057,Private room in rental unit,Private room,1,69,2,9,False,1
https://www.airbnb.com/rooms/225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,40.43595,-3.70706,Private room in rental unit,Private room,1,25,25,31,False,3
https://www.airbnb.com/rooms/514917,"Nice room, nice flat",83531,Abdel,Latina,40.40445,-3.7398,Private room in rental unit,Private room,1,31,4,27,False,2
https://www.airbnb.com/rooms/229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,40.4078,-3.70085,Entire rental unit,Entire home/apt,3,69,3,516,False,3
https://www.airbnb.com/rooms/515008,LOVELY ROOM & NEAR METROPOLITANO STADIUM,2536524,Marina Y Danna,San Blas - Canillejas,40.42297,-3.61193,Private room in rental unit,Private room,2,33,15,28,False,6
https://www.airbnb.com/rooms/518208,LOVELY ORANGE ROOM & NEAR METROPOLITANO STADIUM,2536524,Marina Y Danna,San Blas - Canillejas,40.42756,-3.61577,Private room in rental unit,Private room,2,32,15,20,False,6
https://www.airbnb.com/rooms/256004,ARCO TOLEDO - CUCHILLEROS ST. CASA BALCONIES,1732442,Anouk,Centro,40.41428,-3.70767,Entire rental unit,Entire home/apt,10,131,3,148,True,5
https://www.airbnb.com/rooms/260656,Quiet duplex apartment in Lavapiés,1367452,Javier,Centro,40.40743,-3.70114,Entire rental unit,Entire home/apt,4,91,14,37,False,1
https://www.airbnb.com/rooms/518511,"Central, cheery, light, historic",1150912,Andrew,Centro,40.41012,-3.70484,Private room in rental unit,Private room,3,40,2,7,False,1
https://www.airbnb.com/rooms/521367,Penthouse with terrace in SOL,2564339,Alfonso & Guillermo,Centro,40.4154,-3.70255,Entire rental unit,Entire home/apt,4,172,3,141,True,17
https://www.airbnb.com/rooms/260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela Y Jaime,Hortaleza,40.47189,-3.62966,Entire loft,Entire home/apt,4,120,5,136,False,2
https://www.airbnb.com/rooms/524003,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,40.41327,-3.70223,Private room in rental unit,Private room,2,73,2,447,False,1
https://www.airbnb.com/rooms/261878,GREAT STUDIO! BEST REVIEWS! CENTRAL,1373873,Al,Centro,40.42269,-3.70378,Entire loft,Entire home/apt,2,115,2,542,False,1
https://www.airbnb.com/rooms/526162,Single room in shared flat. Central,2249249,David,Retiro,40.4057,-3.67605,Private room in rental unit,Private room,1,19,2,1,False,1
https://www.airbnb.com/rooms/526513,Sol.  Your home in Madrid´s Heart,1134989,Óscar,Centro,40.41604,-3.70834,Entire rental unit,Entire home/apt,5,95,2,634,True,1
https://www.airbnb.com/rooms/263748,"LOFT ""C"" modern design loft IFEMA",1351865,Angela Y Jaime,Hortaleza,40.47142,-3.62881,Entire loft,Entire home/apt,2,120,3,118,False,2
https://www.airbnb.com/rooms/268275,Madrid center with balconies,1406073,Jose Antonio,Centro,40.412682,-3.702548,Entire rental unit,Entire home/apt,4,89,3,62,True,1
https://www.airbnb.com/rooms/531677,Bright room in the Gran Via!!!!,2613319,David,Centro,40.42286,-3.70236,Private room in rental unit,Private room,2,41,3,569,False,1
https://www.airbnb.com/rooms/536574,Junior Rent,447969,Javier,Arganzuela,40.39317,-3.69358,Entire home,Entire home/apt,10,70,3,3,False,1
https://www.airbnb.com/rooms/537234,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,40.40108,-3.69113,Private room in rental unit,Private room,1,21,1,24,False,2
https://www.airbnb.com/rooms/272279,WELCOME HOME! EL RASTRO flea market,1425071,Enrique,Centro,40.4093,-3.70884,Entire rental unit,Entire home/apt,3,105,5,175,False,4
https://www.airbnb.com/rooms/280733,★City Center - Gran Via Apartment,596469,Gabriel Avalos,Centro,40.42457,-3.70802,Entire serviced apartment,Entire home/apt,4,190,1,43,False,26
https://www.airbnb.com/rooms/540937,MELROSEPIES apartment  A/C City Centre Free WIFI,2659070,Ana,Centro,40.40954,-3.70096,Entire rental unit,Entire home/apt,3,58,2,279,True,3
https://www.airbnb.com/rooms/281224,Central and cosy flat in  Ópera Royal Palace!,1466005,Pe,Centro,40.41685,-3.70882,Entire rental unit,Entire home/apt,4,147,2,129,False,1
https://www.airbnb.com/rooms/541406,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,40.46905,-3.66637,Entire home,Entire home/apt,6,300,5,0,False,1
https://www.airbnb.com/rooms/544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,40.45841,-3.67598,Private room in rental unit,Private room,1,26,3,59,False,2
https://www.airbnb.com/rooms/287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,40.42683,-3.71108,Private room in rental unit,Private room,1,30,1,11,False,2
https://www.airbnb.com/rooms/548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,40.419,-3.67774,Entire rental unit,Entire home/apt,4,94,7,158,True,1
https://www.airbnb.com/rooms/289555,Casa Museo del Prado-Private room.,901218,Myrko,Centro,40.41758,-3.69631,Private room in rental unit,Private room,4,73,1,177,False,44
https://www.airbnb.com/rooms/294520,Centro de Madrid Gran Habitación,1522694,Isdel Pablo,Centro,40.42226,-3.69959,Private room in rental unit,Private room,2,50,3,37,False,4
https://www.airbnb.com/rooms/552183,Nice apartment. historic center Mad,2713304,Belén,Centro,40.41309,-3.69775,Private room in rental unit,Private room,2,45,3,310,False,1
https://www.airbnb.com/rooms/560941,In Salamanca - Serrano Apartment,596469,Gabriel Avalos,Salamanca,40.42297,-3.69095,Entire rental unit,Entire home/apt,2,212,5,28,False,26
https://www.airbnb.com/rooms/294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,40.42226,-3.69959,Private room in rental unit,Private room,2,37,2,78,False,4
https://www.airbnb.com/rooms/565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,40.40683,-3.69932,Entire rental unit,Entire home/apt,3,54,3,194,True,1
https://www.airbnb.com/rooms/297017,Charming Prado Luxury,4677030,Jaime,Centro,40.41414,-3.69419,Entire rental unit,Entire home/apt,4,243,3,69,False,6
https://www.airbnb.com/rooms/568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,40.41016,-3.72863,Private room in rental unit,Private room,2,20,2,195,False,1
https://www.airbnb.com/rooms/310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,40.40908,-3.69514,Entire rental unit,Entire home/apt,6,85,4,137,True,1
https://www.airbnb.com/rooms/336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,40.39516,-3.69309,Entire rental unit,Entire home/apt,6,123,3,90,False,5
https://www.airbnb.com/rooms/570158,Stanza- Carina,2347489,Jeanet,Tetuán,40.447,-3.70291,Private room in rental unit,Private room,1,23,6,38,False,1
https://www.airbnb.com/rooms/336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,40.42242,-3.69562,Entire rental unit,Entire home/apt,5,65,5,49,False,1
https://www.airbnb.com/rooms/572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,40.42993,-3.70339,Private room in rental unit,Private room,2,30,3,0,False,1
https://www.airbnb.com/rooms/336869,Direct to Plaza Mayor!,6365055,Ana & Ricardo,Centro,40.41593,-3.70602,Private room in rental unit,Private room,2,103,2,105,False,12
https://www.airbnb.com/rooms/337292,Principe de Vergara. Homey Room,1714866,Francisco,Chamartín,40.44663,-3.67625,Private room in rental unit,Private room,1,35,2,7,False,1
https://www.airbnb.com/rooms/576487,"House in Barajas, close to AIRPORT andIFEMA",2312712,Pilar,Barajas,40.4739,-3.57583,Entire home,Entire home/apt,8,88,1,496,False,1
https://www.airbnb.com/rooms/339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,40.42838,-3.70345,Entire rental unit,Entire home/apt,4,80,14,133,False,2
https://www.airbnb.com/rooms/578731,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,40.42551,-3.70812,Entire rental unit,Entire home/apt,4,90,2,356,True,3
https://www.airbnb.com/rooms/588382,Apartment in the center of Madrid,2902269,Ane,Centro,40.41151,-3.70257,Entire home,Entire home/apt,6,190,2,5,False,1
https://www.airbnb.com/rooms/339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,40.41285,-3.69553,Entire rental unit,Entire home/apt,4,95,3,174,True,1
https://www.airbnb.com/rooms/588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,40.4158,-3.70962,Entire loft,Entire home/apt,2,250,7,63,True,1
https://www.airbnb.com/rooms/341939,Self-catering Apartment in Madrid,1694537,Miguel Angel & Iaia,Centro,40.41037,-3.70018,Entire rental unit,Entire home/apt,2,51,25,172,False,1
https://www.airbnb.com/rooms/590710,Single/Double private room,2913511,Amparo,Usera,40.36725,-3.68875,Private room in condo,Private room,1,41,4,63,False,1
https://www.airbnb.com/rooms/595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,40.39523,-3.7132,Private room in rental unit,Private room,1,24,2,19,False,1
https://www.airbnb.com/rooms/342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,40.41015,-3.69797,Entire rental unit,Entire home/apt,3,87,5,35,False,2
https://www.airbnb.com/rooms/598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,40.40661,-3.6952,Entire rental unit,Entire home/apt,3,85,3,84,False,1
https://www.airbnb.com/rooms/342557,Berlin's Park at your window. Parking included.,1738288,Jose Angel,Chamartín,40.45005,-3.67569,Private room in rental unit,Private room,1,76,2,62,False,1
https://www.airbnb.com/rooms/599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,40.41596,-3.70846,Entire condo,Entire home/apt,1,83,30,7,False,1
https://www.airbnb.com/rooms/599885,ALEGRE Y LUMINOSA HABITACIÓN CENTRO,2214378,Noemí,Centro,40.42397,-3.69721,Private room in rental unit,Private room,2,44,4,190,False,1
https://www.airbnb.com/rooms/342670,beautiful apartament & cozy terrace,1738846,Carlos,Arganzuela,40.40501,-3.69626,Entire rental unit,Entire home/apt,2,200,3,30,False,1
https://www.airbnb.com/rooms/345249,CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT,1751133,The Punset Family,Tetuán,40.47148,-3.68946,Entire rental unit,Entire home/apt,6,125,32,28,True,1
https://www.airbnb.com/rooms/604150,El Rincón de Serrano,2990747,Raúl,Salamanca,40.4312,-3.68502,Entire rental unit,Entire home/apt,4,110,30,2,False,1
https://www.airbnb.com/rooms/604632,habitacion luminosa madrid-centro,2993477,Clara,Tetuán,40.457,-3.70436,Private room in rental unit,Private room,2,30,1,53,False,4
https://www.airbnb.com/rooms/354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,40.4249,-3.7097,Entire rental unit,Entire home/apt,3,70,20,38,False,2
https://www.airbnb.com/rooms/361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,40.40988,-3.67503,Entire rental unit,Entire home/apt,5,100,2,172,True,2
https://www.airbnb.com/rooms/605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,40.40743,-3.74293,Private room in home,Private room,1,24,4,206,False,3
https://www.airbnb.com/rooms/684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,40.41747,-3.70979,Entire rental unit,Entire home/apt,2,120,3,152,False,1
https://www.airbnb.com/rooms/607548,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,40.39366,-3.66535,Private room in rental unit,Private room,2,45,2,3,False,1
https://www.airbnb.com/rooms/685152,house-hotel,3494012,Farah Maria,Hortaleza,40.4696,-3.65012,Entire home,Entire home/apt,12,154,3,110,False,4
https://www.airbnb.com/rooms/608742,Central and quiet.,3017315,Cristina,Centro,40.41744,-3.70873,Entire rental unit,Entire home/apt,2,79,2,538,False,5
https://www.airbnb.com/rooms/610675,"Beautiful attic, best location.",2174652,María,Centro,40.41769,-3.69974,Entire rental unit,Entire home/apt,4,70,3,7,False,1
https://www.airbnb.com/rooms/688795,PLAZA MAYOR - FELIPE III PENTH. ROOFTOP BALCONY,1732442,Anouk,Centro,40.41584,-3.70683,Entire rental unit,Entire home/apt,8,171,3,158,True,5
https://www.airbnb.com/rooms/616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,40.43922,-3.67574,Private room in rental unit,Private room,1,23,1,74,False,1
https://www.airbnb.com/rooms/689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,40.47444,-3.67135,Private room in rental unit,Private room,1,40,1,15,False,1
https://www.airbnb.com/rooms/618576,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,40.41771,-3.70925,Entire rental unit,Entire home/apt,3,80,2,344,False,5
https://www.airbnb.com/rooms/691344,hab individual  en madrid,655088,Elsa,Arganzuela,40.39992,-3.69537,Private room in rental unit,Private room,1,29,3,102,False,1
https://www.airbnb.com/rooms/625566,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,40.40349,-3.70418,Entire home,Entire home/apt,2,60,2,25,False,1
